flare_id, event_date, start_time         , peak_time          , end_time           , goes_class, goes_location, noaa_active_region, fl_location                   , x_hpc              , y_hpc              , y                   , x                    , centroids                     , fl_lat, fl_lon
     726, 2010-08-12, 2010-08-12 00:30:00, 2010-08-12 00:35:00, 2010-08-12 00:44:00, B2.5      , "(0, 0)"     ,               1098, "(28.339927205203626, 15.0)"  , 435.75553860104355 , 153.2646506002831  , 0.25881904510252074 , 0.4585265974101308   , "(28.339927205203626, 15.0)"  , 15.0  , 28.339927205203626
     727, 2010-08-12, 2010-08-12 00:30:00, 2010-08-12 00:35:00, 2010-08-12 00:44:00, B2.5      , "(0, 0)"     ,              11098,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     728, 2010-08-12, 2010-08-12 04:16:00, 2010-08-12 04:21:00, 2010-08-12 04:25:00, B1.4      , "(0, 0)"     ,              11098,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     729, 2010-08-13, 2010-08-13 15:28:00, 2010-08-13 15:44:00, 2010-08-13 16:31:00, B1.7      , "(0, 0)"     ,              11093,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     730, 2010-08-13, 2010-08-13 21:48:00, 2010-08-13 21:55:00, 2010-08-13 22:01:00, B3.4      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     731, 2010-08-13, 2010-08-13 23:27:00, 2010-08-13 23:41:00, 2010-08-13 23:45:00, B1.5      , "(46, 18)"   ,              11099, "(46, 18)"                    , 649.8344723956275  , 219.67955374834614 , 0.3090169943749474  , 0.6841328045425288   ,                               , 18.0  , 46.0
     732, 2010-08-13, 2010-08-13 23:53:00, 2010-08-14 00:22:00, 2010-08-14 00:27:00, B2.2      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     733, 2010-08-14, 2010-08-14 01:02:00, 2010-08-14 01:06:00, 2010-08-14 01:12:00, B2.7      , "(46, 17)"   ,              11099, "(46, 17)"                    , 653.4334256278197  , 203.54137861912545 , 0.29237170472273677 , 0.6879080722173524   ,                               , 17.0  , 46.0
     734, 2010-08-14, 2010-08-14 03:52:00, 2010-08-14 04:01:00, 2010-08-14 04:14:00, B2.5      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     735, 2010-08-14, 2010-08-14 09:38:00, 2010-08-14 10:05:00, 2010-08-14 10:31:00, C4.4      , "(52, 17)"   ,              11099, "(52, 17)"                    , 715.6116821901857  , 211.52271629215525 , 0.29237170472273677 , 0.753578431424124    ,                               , 17.0  , 52.0
     736, 2010-08-14, 2010-08-14 17:09:00, 2010-08-14 17:14:00, 2010-08-14 17:16:00, B9.7      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     737, 2010-08-14, 2010-08-14 18:03:00, 2010-08-14 18:08:00, 2010-08-14 18:10:00, C1.6      , "(54, 19)"   ,              11099, "(54, 19)"                    , 726.3513506620651  , 246.2514691671851  , 0.3255681544571567  , 0.7649405961570408   ,                               , 19.0  , 54.0
     738, 2010-08-15, 2010-08-15 00:59:00, 2010-08-15 01:04:00, 2010-08-15 01:06:00, B3.9      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     739, 2010-08-15, 2010-08-15 08:16:00, 2010-08-15 08:20:00, 2010-08-15 08:23:00, B4.9      , "(63, 16)"   ,              11099, "(63, 16)"                    , 812.9062084366748  , 211.89709798034056 , 0.27563735581699916 , 0.8564904425334173   ,                               , 16.0  , 63.0
     740, 2010-08-15, 2010-08-15 12:43:00, 2010-08-15 12:49:00, 2010-08-15 12:55:00, B7.8      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     741, 2010-08-15, 2010-08-15 16:04:00, 2010-08-15 16:09:00, 2010-08-15 16:17:00, B5.3      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     742, 2010-08-15, 2010-08-15 18:23:00, 2010-08-15 18:30:00, 2010-08-15 18:37:00, C5.4      , "(71, 15)"   ,              11099, "(71, 15)"                    , 866.4031056048894  , 209.22260448253112 , 0.25881904510252074 , 0.9133008114074329   ,                               , 15.0  , 71.0
     743, 2010-08-15, 2010-08-15 18:52:00, 2010-08-15 18:57:00, 2010-08-15 19:06:00, B6.4      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     744, 2010-08-15, 2010-08-15 22:31:00, 2010-08-15 22:36:00, 2010-08-15 22:38:00, B3.0      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     745, 2010-08-16, 2010-08-16 01:23:00, 2010-08-16 01:29:00, 2010-08-16 01:33:00, B2.1      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     746, 2010-08-16, 2010-08-16 01:46:00, 2010-08-16 01:49:00, 2010-08-16 01:52:00, B3.5      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     747, 2010-08-16, 2010-08-16 01:53:00, 2010-08-16 01:55:00, 2010-08-16 01:58:00, B4.5      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     748, 2010-08-16, 2010-08-16 02:20:00, 2010-08-16 02:37:00, 2010-08-16 02:49:00, B3.5      , "(0, 0)"     ,              11098,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     749, 2010-08-16, 2010-08-16 11:34:00, 2010-08-16 11:42:00, 2010-08-16 11:51:00, B5.6      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     750, 2010-08-16, 2010-08-16 13:58:00, 2010-08-16 14:05:00, 2010-08-16 14:10:00, B3.8      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     751, 2010-08-16, 2010-08-16 15:16:00, 2010-08-16 15:21:00, 2010-08-16 15:28:00, B7.6      , "(80, 17)"   ,              11099, "(80, 17)"                    , 892.9747376777921  , 256.92490965550184 , 0.29237170472273677 , 0.9417763379148448   ,                               , 17.0  , 80.0
     752, 2010-08-16, 2010-08-16 16:34:00, 2010-08-16 16:39:00, 2010-08-16 16:51:00, C1.4      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     753, 2010-08-16, 2010-08-16 18:07:00, 2010-08-16 18:15:00, 2010-08-16 18:21:00, B3.9      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     754, 2010-08-17, 2010-08-17 00:17:00, 2010-08-17 00:30:00, 2010-08-17 00:39:00, B5.7      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     755, 2010-08-17, 2010-08-17 03:40:00, 2010-08-17 03:52:00, 2010-08-17 04:08:00, B3.0      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     756, 2010-08-17, 2010-08-17 04:42:00, 2010-08-17 04:46:00, 2010-08-17 04:49:00, B2.3      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     757, 2010-08-17, 2010-08-17 06:09:00, 2010-08-17 06:37:00, 2010-08-17 06:44:00, B2.9      , "(0, 0)"     ,               1099, "(-80.15474886954834, 17.0)"  , -893.4933832688257 , 257.14247874521163 , 0.29237170472273677 , -0.9422214116096606  , "(-80.15474886954834, 17.0)"  , 17.0  , -80.15474886954834
     758, 2010-08-17, 2010-08-17 06:09:00, 2010-08-17 06:37:00, 2010-08-17 06:44:00, B2.9      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     759, 2010-08-17, 2010-08-17 08:16:00, 2010-08-17 08:23:00, 2010-08-17 08:30:00, B3.1      , "(0, 0)"     ,               1099, "(-79.12805713194663, 17.0)"  , -890.6553956393618 , 255.27702412234208 , 0.29237170472273677 , -0.9391402264450232  , "(-79.12805713194663, 17.0)"  , 17.0  , -79.12805713194663
     760, 2010-08-17, 2010-08-17 08:16:00, 2010-08-17 08:23:00, 2010-08-17 08:30:00, B3.1      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     761, 2010-08-17, 2010-08-17 10:44:00, 2010-08-17 10:50:00, 2010-08-17 10:58:00, B5.1      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     762, 2010-08-17, 2010-08-17 15:44:00, 2010-08-17 16:03:00, 2010-08-17 16:17:00, B7.6      , "(0, 0)"     ,               1099, "(-74.67260242159963, 17.0)"  , -875.0177581221797 , 247.24633512768128 , 0.29237170472273677 , -0.9222900763350311  , "(-74.67260242159963, 17.0)"  , 17.0  , -74.67260242159963
     763, 2010-08-17, 2010-08-17 15:44:00, 2010-08-17 16:03:00, 2010-08-17 16:17:00, B7.6      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     764, 2010-08-17, 2010-08-17 23:05:00, 2010-08-18 00:01:00, 2010-08-18 00:22:00, C1.5      , "(0, 0)"     ,               1099, "(-70.04280383128251, 17.0)"  , -853.1427410896868 , 239.0445819470679  , 0.29237170472273677 , -0.8988766191729028  , "(-70.04280383128251, 17.0)"  , 17.0  , -70.04280383128251
     765, 2010-08-17, 2010-08-17 23:05:00, 2010-08-18 00:01:00, 2010-08-18 00:22:00, C1.5      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     766, 2010-08-18, 2010-08-18 04:45:00, 2010-08-18 05:48:00, 2010-08-18 06:51:00, C4.5      , "(0, 0)"     ,               1099, "(-66.68184125630336, 17.0)"  , -833.7507306551561 , 233.2085647014062  , 0.29237170472273677 , -0.8781947159273331  , "(-66.68184125630336, 17.0)"  , 17.0  , -66.68184125630336
     767, 2010-08-18, 2010-08-18 04:45:00, 2010-08-18 05:48:00, 2010-08-18 06:51:00, C4.5      , "(0, 0)"     ,              11099,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     768, 2010-08-18, 2010-08-18 22:17:00, 2010-08-18 22:27:00, 2010-08-18 22:41:00, B3.3      , "(0, 0)"     ,              11100,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     769, 2010-08-26, 2010-08-26 10:47:00, 2010-08-26 10:53:00, 2010-08-26 11:02:00, B2.6      , "(0, 0)"     ,              11101,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     770, 2010-08-26, 2010-08-26 17:31:00, 2010-08-26 17:34:00, 2010-08-26 17:36:00, B1.5      , "(0, 0)"     ,              11100,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     771, 2010-08-26, 2010-08-26 23:50:00, 2010-08-26 23:54:00, 2010-08-26 23:59:00, B1.7      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     772, 2010-08-27, 2010-08-27 00:26:00, 2010-08-27 00:33:00, 2010-08-27 00:39:00, B2.2      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     773, 2010-08-27, 2010-08-27 00:56:00, 2010-08-27 01:00:00, 2010-08-27 01:07:00, B1.6      , "(0, 0)"     ,              11100,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     774, 2010-08-27, 2010-08-27 03:18:00, 2010-08-27 03:33:00, 2010-08-27 03:43:00, B2.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     775, 2010-08-27, 2010-08-27 04:36:00, 2010-08-27 04:39:00, 2010-08-27 04:46:00, B4.7      , "(0, 0)"     ,              11100,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     776, 2010-08-27, 2010-08-27 05:10:00, 2010-08-27 05:14:00, 2010-08-27 05:18:00, B2.2      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     777, 2010-08-27, 2010-08-27 16:36:00, 2010-08-27 16:40:00, 2010-08-27 16:44:00, B1.9      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     778, 2010-08-27, 2010-08-27 19:55:00, 2010-08-27 19:58:00, 2010-08-27 20:04:00, B1.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     779, 2010-08-27, 2010-08-27 22:17:00, 2010-08-27 22:21:00, 2010-08-27 22:26:00, B1.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     780, 2010-08-27, 2010-08-27 22:55:00, 2010-08-27 22:59:00, 2010-08-27 23:01:00, B1.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     781, 2010-08-28, 2010-08-28 00:44:00, 2010-08-28 00:50:00, 2010-08-28 00:56:00, B1.0      , "(0, 0)"     ,              11101,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     782, 2010-08-30, 2010-08-30 15:15:00, 2010-08-30 15:22:00, 2010-08-30 15:30:00, B1.4      , "(0, 0)"     ,              11102,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     783, 2010-08-30, 2010-08-30 15:15:00, 2010-08-30 15:22:00, 2010-08-30 15:30:00, B1.4      , "(0, 0)"     ,               1102, "(-30.89983261935159, 28.0)"  , -432.4138782788068 , 354.07597911748866 , 0.4694715627858908  , -0.4534277990498548  , "(-30.89983261935159, 28.0)"  , 28.0  , -30.89983261935159
     784, 2010-08-31, 2010-08-31 21:50:00, 2010-08-31 21:53:00, 2010-08-31 21:56:00, B1.4      , "(0, 0)"     ,              11102,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     785, 2010-08-31, 2010-08-31 22:43:00, 2010-08-31 22:47:00, 2010-08-31 22:49:00, B1.8      , "(0, 0)"     ,              11102,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     786, 2010-09-03, 2010-09-03 14:38:00, 2010-09-03 15:18:00, 2010-09-03 15:51:00, B2.8      , "(0, 0)"     ,              11105,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     787, 2010-09-03, 2010-09-03 22:03:00, 2010-09-03 22:06:00, 2010-09-03 22:09:00, B1.2      , "(0, 0)"     ,              11105,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     788, 2010-09-04, 2010-09-04 01:22:00, 2010-09-04 01:25:00, 2010-09-04 01:31:00, B1.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     789, 2010-09-04, 2010-09-04 03:17:00, 2010-09-04 04:07:00, 2010-09-04 04:52:00, B2.5      , "(0, 0)"     ,              11105,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     790, 2010-09-04, 2010-09-04 07:00:00, 2010-09-04 07:03:00, 2010-09-04 07:06:00, B6.0      , "(0, 0)"     ,              11103,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     791, 2010-09-04, 2010-09-04 07:19:00, 2010-09-04 07:24:00, 2010-09-04 07:30:00, B1.6      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     792, 2010-09-04, 2010-09-04 07:51:00, 2010-09-04 07:55:00, 2010-09-04 07:59:00, B1.8      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     793, 2010-09-04, 2010-09-04 14:31:00, 2010-09-04 14:35:00, 2010-09-04 14:38:00, B2.5      , "(0, 0)"     ,              11101,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     794, 2010-09-04, 2010-09-04 15:55:00, 2010-09-04 16:00:00, 2010-09-04 16:02:00, B4.3      , "(0, 0)"     ,              11101,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     795, 2010-09-04, 2010-09-04 17:14:00, 2010-09-04 17:27:00, 2010-09-04 17:38:00, B2.5      , "(34, 18)"   ,              11105, "(34, 18)"                    , 507.7999088264183  , 197.8879226141055  , 0.3090169943749474  , 0.5318240547118607   ,                               , 18.0  , 34.0
     796, 2010-09-04, 2010-09-04 22:04:00, 2010-09-04 22:08:00, 2010-09-04 22:11:00, B3.1      , "(38, 18)"   ,              11105, "(38, 18)"                    , 559.005317828251   , 202.53245666606497 , 0.3090169943749474  , 0.5855288579403553   ,                               , 18.0  , 38.0
     797, 2010-09-04, 2010-09-04 23:26:00, 2010-09-04 23:29:00, 2010-09-04 23:31:00, B2.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     798, 2010-09-05, 2010-09-05 01:19:00, 2010-09-05 01:23:00, 2010-09-05 01:27:00, B3.4      , "(40, 19)"   ,              11105, "(40, 19)"                    , 580.1941398751187  , 221.20127521531583 , 0.3255681544571567  , 0.6077676251237062   ,                               , 19.0  , 40.0
     799, 2010-09-05, 2010-09-05 02:11:00, 2010-09-05 02:16:00, 2010-09-05 02:21:00, B3.7      , "(38, 18)"   ,              11105, "(38, 18)"                    , 559.0283936086013  , 202.52362324744868 , 0.3090169943749474  , 0.5855288579403553   ,                               , 18.0  , 38.0
     800, 2010-09-05, 2010-09-05 02:56:00, 2010-09-05 03:00:00, 2010-09-05 03:06:00, B3.5      , "(0, 0)"     ,              11101,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     801, 2010-09-05, 2010-09-05 07:00:00, 2010-09-05 07:15:00, 2010-09-05 07:22:00, B2.5      , "(43, 17)"   ,              11105, "(43, 17)"                    , 622.5610921797906  , 192.72388878425613 , 0.29237170472273677 , 0.652198275286758    ,                               , 17.0  , 43.0
     802, 2010-09-05, 2010-09-05 12:16:00, 2010-09-05 12:23:00, 2010-09-05 12:40:00, B3.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     803, 2010-09-05, 2010-09-05 14:48:00, 2010-09-05 14:58:00, 2010-09-05 15:08:00, B5.6      , "(0, 0)"     ,              11105,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     804, 2010-09-05, 2010-09-05 21:43:00, 2010-09-05 21:48:00, 2010-09-05 21:52:00, B2.4      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     805, 2010-09-05, 2010-09-05 22:26:00, 2010-09-05 22:32:00, 2010-09-05 22:37:00, B1.8      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     806, 2010-09-06, 2010-09-06 00:26:00, 2010-09-06 00:34:00, 2010-09-06 00:42:00, B2.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     807, 2010-09-06, 2010-09-06 02:49:00, 2010-09-06 02:52:00, 2010-09-06 02:57:00, B1.5      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     808, 2010-09-06, 2010-09-06 05:10:00, 2010-09-06 05:15:00, 2010-09-06 05:19:00, B2.5      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     809, 2010-09-06, 2010-09-06 06:32:00, 2010-09-06 09:22:00, 2010-09-06 09:34:00, B5.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     810, 2010-09-06, 2010-09-06 09:09:00, 2010-09-06 09:22:00, 2010-09-06 09:30:00, B5.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     811, 2010-09-06, 2010-09-06 14:54:00, 2010-09-06 14:59:00, 2010-09-06 15:01:00, C2.5      , "(59, 19)"   ,              11105, "(59, 19)"                    , 773.1488538091945  , 249.4883201166465  , 0.3255681544571567  , 0.8104676052101726   ,                               , 19.0  , 59.0
     812, 2010-09-06, 2010-09-06 16:05:00, 2010-09-06 16:27:00, 2010-09-06 16:41:00, B3.5      , "(0, 0)"     ,              11105,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     813, 2010-09-07, 2010-09-07 04:27:00, 2010-09-07 04:35:00, 2010-09-07 04:42:00, B1.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     814, 2010-09-07, 2010-09-07 05:20:00, 2010-09-07 05:28:00, 2010-09-07 05:49:00, B4.4      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     815, 2010-09-07, 2010-09-07 08:52:00, 2010-09-07 08:57:00, 2010-09-07 09:00:00, B2.1      , "(11, 18)"   ,                  0, "(11, 18)"                    , 173.50094926315782 , 180.43801094656132 , 0.3090169943749474  , 0.18147013842059476  ,                               , 18.0  , 11.0
     816, 2010-09-08, 2010-09-08 00:36:00, 2010-09-08 00:48:00, 2010-09-08 00:57:00, B2.3      , "(0, 0)"     ,              11105,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     817, 2010-09-08, 2010-09-08 23:05:00, 2010-09-08 23:33:00, 2010-09-09 00:10:00, C3.3      , "(0, 0)"     ,              11105,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     818, 2010-09-10, 2010-09-10 00:36:00, 2010-09-10 00:52:00, 2010-09-10 00:56:00, B2.3      , "(0, 0)"     ,              11105,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     819, 2010-09-10, 2010-09-10 02:52:00, 2010-09-10 03:02:00, 2010-09-10 03:18:00, B3.2      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     820, 2010-09-10, 2010-09-10 05:32:00, 2010-09-10 05:36:00, 2010-09-10 05:43:00, B2.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     821, 2010-09-10, 2010-09-10 06:11:00, 2010-09-10 06:17:00, 2010-09-10 06:19:00, B2.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     822, 2010-09-10, 2010-09-10 07:15:00, 2010-09-10 07:23:00, 2010-09-10 07:27:00, B4.2      , "(0, 0)"     ,              11105,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     823, 2010-09-10, 2010-09-10 15:19:00, 2010-09-10 15:23:00, 2010-09-10 15:35:00, B2.4      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     824, 2010-09-10, 2010-09-10 16:15:00, 2010-09-10 16:19:00, 2010-09-10 16:22:00, B2.9      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     825, 2010-09-10, 2010-09-10 21:15:00, 2010-09-10 21:18:00, 2010-09-10 21:21:00, B4.2      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     826, 2010-09-10, 2010-09-10 23:09:00, 2010-09-10 23:25:00, 2010-09-10 23:46:00, B5.5      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     827, 2010-09-11, 2010-09-11 01:11:00, 2010-09-11 01:15:00, 2010-09-11 01:17:00, B3.1      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     828, 2010-09-11, 2010-09-11 03:20:00, 2010-09-11 03:28:00, 2010-09-11 03:37:00, B4.3      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     829, 2010-09-11, 2010-09-11 08:10:00, 2010-09-11 08:14:00, 2010-09-11 08:18:00, B5.0      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     830, 2010-09-11, 2010-09-11 10:30:00, 2010-09-11 10:33:00, 2010-09-11 10:39:00, B2.1      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     831, 2010-09-11, 2010-09-11 18:01:00, 2010-09-11 18:05:00, 2010-09-11 18:10:00, B3.6      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     832, 2010-09-12, 2010-09-12 16:20:00, 2010-09-12 16:29:00, 2010-09-12 16:33:00, B1.7      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     833, 2010-09-12, 2010-09-12 21:10:00, 2010-09-12 21:14:00, 2010-09-12 21:18:00, B1.9      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     834, 2010-09-13, 2010-09-13 04:29:00, 2010-09-13 04:36:00, 2010-09-13 04:39:00, B2.1      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     835, 2010-09-15, 2010-09-15 04:43:00, 2010-09-15 05:08:00, 2010-09-15 05:25:00, B5.0      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     836, 2010-09-15, 2010-09-15 07:21:00, 2010-09-15 07:24:00, 2010-09-15 07:27:00, B2.8      , "(-35, 30)"  ,              11107, "(-35, 30)"                   , -475.4734226341825 , 389.6476541873528  , 0.49999999999999994 , -0.49673176489215404 ,                               , 30.0  , -35.0
     837, 2010-09-15, 2010-09-15 08:32:00, 2010-09-15 08:42:00, 2010-09-15 08:52:00, B2.8      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     838, 2010-09-15, 2010-09-15 17:08:00, 2010-09-15 17:15:00, 2010-09-15 17:21:00, B9.1      , "(0, 0)"     ,              11108,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     839, 2010-09-15, 2010-09-15 21:56:00, 2010-09-15 22:01:00, 2010-09-15 22:08:00, B3.4      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     840, 2010-09-15, 2010-09-15 22:20:00, 2010-09-15 22:25:00, 2010-09-15 22:31:00, B5.3      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     841, 2010-09-16, 2010-09-16 06:21:00, 2010-09-16 11:09:00, 2010-09-16 11:36:00, B4.5      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     842, 2010-09-16, 2010-09-16 09:09:00, 2010-09-16 09:12:00, 2010-09-16 09:14:00, B3.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     843, 2010-09-16, 2010-09-16 11:04:00, 2010-09-16 11:09:00, 2010-09-16 11:21:00, B4.6      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     844, 2010-09-16, 2010-09-16 13:52:00, 2010-09-16 14:00:00, 2010-09-16 14:04:00, B3.6      , "(0, 0)"     ,              11108,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     845, 2010-09-16, 2010-09-16 18:58:00, 2010-09-16 19:03:00, 2010-09-16 19:06:00, B3.7      , "(0, 0)"     ,              11108,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     846, 2010-09-16, 2010-09-16 22:29:00, 2010-09-16 22:34:00, 2010-09-16 22:40:00, B4.6      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     847, 2010-09-17, 2010-09-17 00:14:00, 2010-09-17 00:17:00, 2010-09-17 00:19:00, B5.7      , "(0, 0)"     ,              11108,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     848, 2010-09-17, 2010-09-17 01:17:00, 2010-09-17 01:22:00, 2010-09-17 01:25:00, C1.3      , "(-70, -31)" ,              11108, "(-70, -31)"                  , -769.4423256935552 , -523.1339731180558 , -0.5150380749100542 , -0.8054737872487507  ,                               , -31.0 , -70.0
     849, 2010-09-17, 2010-09-17 04:18:00, 2010-09-17 04:21:00, 2010-09-17 04:23:00, B2.5      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     850, 2010-09-17, 2010-09-17 17:32:00, 2010-09-17 17:36:00, 2010-09-17 17:39:00, B2.7      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
